competition_name,gender,country,season_end_year,squad,team_or_opponent,num_players,mins_per_90,tkl_tackles,tkl_w_tackles,def_3rd_tackles,mid_3rd_tackles,att_3rd_tackles,tkl_vs,att_vs,tkl_percent_vs,past_vs,press_pressures,succ_pressures,percent_pressures,def_3rd_pressures,mid_3rd_pressures,att_3rd_pressures,blocks_blocks,sh_blocks,sh_sv_blocks,pass_blocks,int,tkl_plus_int,clr,err
Fußball-Bundesliga,M,GER,2018,Hamburger SV,team,29,34,644,394,334,250,60,194,620,31.3,426,5765,1809,31.4,1865,2659,1241,587,118,3,469,247,891,848,8
Fußball-Bundesliga,M,GER,2018,Hannover 96,team,26,34,619,365,333,230,56,207,683,30.3,476,5860,1711,29.2,2061,2718,1081,590,142,4,448,283,902,1024,8
Fußball-Bundesliga,M,GER,2018,Hertha BSC,team,25,34,588,358,293,247,48,159,446,35.7,287,6162,1636,26.5,2121,2937,1104,544,103,5,441,301,889,1010,6
Fußball-Bundesliga,M,GER,2018,Hoffenheim,team,26,34,617,390,291,259,67,194,559,34.7,365,6022,1813,30.1,2027,2890,1105,528,106,2,422,271,888,680,9
Fußball-Bundesliga,M,GER,2018,Köln,team,31,34,605,390,316,240,49,184,551,33.4,367,5574,1539,27.6,2125,2480,969,547,126,6,421,278,883,839,4
Fußball-Bundesliga,M,GER,2018,Leverkusen,team,24,34,560,371,273,229,58,207,591,35,384,5569,1761,31.6,1694,2728,1147,544,90,3,454,263,823,646,7
Fußball-Bundesliga,M,GER,2018,M'Gladbach,team,27,34,597,385,302,229,66,208,532,39.1,324,5136,1434,27.9,1701,2403,1032,562,114,3,448,250,847,805,8
Fußball-Bundesliga,M,GER,2018,Mainz 05,team,27,34,626,413,303,249,74,174,539,32.3,365,5876,1753,29.8,1910,2651,1315,616,126,4,490,300,926,905,7
Fußball-Bundesliga,M,GER,2018,RB Leipzig,team,23,34,605,373,286,238,81,181,575,31.5,394,5322,1716,32.2,1565,2493,1264,577,96,1,481,279,884,810,8
Fußball-Bundesliga,M,GER,2018,Schalke 04,team,24,34,670,434,314,282,74,205,581,35.3,376,5759,1753,30.4,1691,2782,1286,579,95,2,484,315,985,764,6
Fußball-Bundesliga,M,GER,2018,Stuttgart,team,26,34,606,388,311,235,60,187,507,36.9,320,6030,1745,28.9,1976,2823,1231,560,116,3,444,302,908,806,10
Fußball-Bundesliga,M,GER,2018,Werder Bremen,team,25,34,571,353,290,224,57,185,532,34.8,347,5351,1505,28.1,1616,2673,1062,428,87,1,341,282,853,836,6
Fußball-Bundesliga,M,GER,2018,Wolfsburg,team,29,34,528,325,292,184,52,163,490,33.3,327,5173,1431,27.7,1843,2320,1010,510,124,4,386,258,786,839,5
Fußball-Bundesliga,M,GER,2018,vs Augsburg,opponent,27,34,504,305,248,203,53,136,418,32.5,282,5022,1607,32,1685,2202,1135,546,99,1,447,251,755,922,9
Fußball-Bundesliga,M,GER,2018,vs Bayern Munich,opponent,28,34,554,340,323,185,46,166,529,31.4,363,7202,1554,21.6,2813,3115,1274,520,132,5,388,310,864,839,6
Fußball-Bundesliga,M,GER,2018,vs Dortmund,opponent,30,34,620,392,322,246,52,207,622,33.3,415,5807,1555,26.8,2114,2795,898,513,126,5,387,269,889,938,14
Fußball-Bundesliga,M,GER,2018,vs Eint Frankfurt,opponent,28,34,600,385,320,220,60,195,534,36.5,339,5131,1666,32.5,1652,2435,1044,545,91,1,454,278,878,861,14
Fußball-Bundesliga,M,GER,2018,vs Freiburg,opponent,29,34,522,355,219,236,67,156,459,34,303,5204,1666,32,1332,2441,1431,537,105,2,432,220,742,776,4
Fußball-Bundesliga,M,GER,2018,vs Hamburger SV,opponent,29,34,700,389,372,254,74,203,571,35.6,368,5733,1829,31.9,1983,2650,1100,616,113,3,503,286,986,1010,5
Fußball-Bundesliga,M,GER,2018,vs Hannover 96,opponent,26,34,576,373,249,241,86,178,503,35.4,325,4882,1635,33.5,1457,2166,1259,552,111,0,441,259,835,862,2
Fußball-Bundesliga,M,GER,2018,vs Hertha BSC,opponent,25,34,531,338,259,224,48,189,512,36.9,323,5243,1587,30.3,1580,2557,1106,481,70,1,411,254,785,830,5
Fußball-Bundesliga,M,GER,2018,vs Hoffenheim,opponent,26,34,618,396,299,256,63,179,514,34.8,335,5829,1681,28.8,1683,2742,1404,532,135,3,397,297,915,804,9
Fußball-Bundesliga,M,GER,2018,vs Köln,opponent,31,34,517,339,250,210,57,176,477,36.9,301,5195,1551,29.9,1649,2482,1064,546,102,1,444,274,791,904,10
Fußball-Bundesliga,M,GER,2018,vs Leverkusen,opponent,24,34,633,413,304,255,74,168,632,26.6,464,6360,1747,27.5,1993,2984,1383,612,134,3,478,340,973,819,12
Fußball-Bundesliga,M,GER,2018,vs M'Gladbach,opponent,27,34,628,395,317,252,59,178,598,29.8,420,6169,1740,28.2,2076,2864,1229,558,127,5,431,261,889,786,3
Fußball-Bundesliga,M,GER,2018,vs Mainz 05,opponent,27,34,664,433,316,270,78,223,585,38.1,362,5496,1772,32.2,1688,2576,1232,478,89,1,389,307,971,753,3
Fußball-Bundesliga,M,GER,2018,vs RB Leipzig,opponent,23,34,737,460,379,288,70,267,772,34.6,505,6132,1885,30.7,2159,3009,964,588,118,3,470,360,1097,859,7
Fußball-Bundesliga,M,GER,2018,vs Schalke 04,opponent,24,34,636,415,313,271,52,215,626,34.3,411,5490,1607,29.3,1642,2602,1246,466,85,2,381,250,886,665,6
Fußball-Bundesliga,M,GER,2018,vs Stuttgart,opponent,26,34,533,353,256,215,62,189,480,39.4,291,4955,1424,28.7,1599,2302,1054,485,94,4,391,285,818,826,7
Fußball-Bundesliga,M,GER,2018,vs Werder Bremen,opponent,25,34,591,378,305,232,54,171,478,35.8,307,5483,1730,31.6,1791,2607,1085,641,130,11,511,292,883,821,7
Fußball-Bundesliga,M,GER,2018,vs Wolfsburg,opponent,29,34,559,358,249,242,68,179,506,35.4,327,5482,1561,28.5,1619,2625,1238,458,92,2,366,245,804,663,5
Serie A,M,ITA,2020,Atalanta,team,30,38,702,445,313,294,95,290,775,37.4,485,5978,1870,31.3,1674,2939,1365,607,125,3,482,252,954,847,9
Serie A,M,ITA,2020,Bologna,team,31,38,619,399,283,257,79,231,691,33.4,460,6612,1852,28,2121,2948,1543,654,143,6,511,257,876,952,15
Serie A,M,ITA,2020,Brescia,team,32,38,584,353,309,221,54,223,664,33.6,441,6501,1517,23.3,2416,2709,1376,700,196,3,504,245,829,963,14
Serie A,M,ITA,2020,Cagliari,team,33,38,638,409,331,236,71,219,672,32.6,453,5313,1481,27.9,2100,2194,1019,656,200,3,456,255,893,921,10
Serie A,M,ITA,2020,Fiorentina,team,33,38,635,401,349,211,75,184,651,28.3,467,5944,1627,27.4,1968,2581,1395,561,119,0,442,263,898,915,7
Serie A,M,ITA,2020,Genoa,team,34,38,616,391,315,224,77,184,606,30.4,422,6088,1650,27.1,2197,2628,1263,622,163,1,459,311,927,861,12
Serie A,M,ITA,2020,Hellas Verona,team,30,38,549,345,271,209,69,185,544,34,359,5569,1634,29.3,1998,2327,1244,597,190,3,407,279,828,1035,9
Serie A,M,ITA,2020,Inter,team,29,38,576,373,239,246,91,200,633,31.6,433,5524,1513,27.4,1697,2372,1455,600,141,2,459,260,836,741,6
Serie A,M,ITA,2020,Juventus,team,30,38,624,382,273,232,119,208,597,34.8,389,5218,1480,28.4,1400,2341,1477,608,143,4,465,269,893,709,15
Serie A,M,ITA,2020,Lazio,team,27,38,641,404,316,246,79,218,693,31.5,475,5603,1601,28.6,2018,2338,1247,582,160,2,422,244,885,765,8
Serie A,M,ITA,2020,Lecce,team,30,38,575,385,309,201,65,211,682,30.9,471,5378,1345,25,2150,2234,994,625,170,5,455,266,841,894,12
Serie A,M,ITA,2020,Milan,team,32,38,648,411,305,260,83,206,652,31.6,446,6213,1744,28.1,1924,2842,1447,574,121,3,453,324,972,696,12
Serie A,M,ITA,2020,Napoli,team,25,38,576,377,260,226,90,216,597,36.2,381,5574,1572,28.2,1549,2425,1600,536,104,5,432,192,768,566,9
Serie A,M,ITA,2020,Parma,team,25,38,644,405,350,230,64,244,741,32.9,497,6213,1645,26.5,2482,2604,1127,683,200,1,483,264,908,971,10
Serie A,M,ITA,2020,Roma,team,31,38,551,341,239,215,97,175,539,32.5,364,5080,1461,28.8,1592,2332,1156,531,117,2,414,235,786,771,19
Serie A,M,ITA,2020,Sampdoria,team,31,38,651,411,300,256,95,218,668,32.6,450,5978,1563,26.1,1910,2725,1343,622,130,2,492,288,939,902,11
Serie A,M,ITA,2020,Sassuolo,team,31,38,638,394,312,231,95,222,589,37.7,367,5467,1625,29.7,1882,2271,1314,619,151,2,468,248,886,678,12
Serie A,M,ITA,2020,SPAL,team,34,38,604,356,319,212,73,196,591,33.2,395,5605,1450,25.9,1970,2458,1177,579,182,4,397,250,854,893,13
Serie A,M,ITA,2020,Torino,team,27,38,661,401,335,248,78,215,611,35.2,396,5723,1536,26.8,2067,2421,1235,715,186,0,529,339,1000,1059,13
Serie A,M,ITA,2020,Udinese,team,25,38,655,395,363,222,70,242,666,36.3,424,6284,1674,26.6,2494,2594,1196,652,183,0,469,264,919,870,9
Serie A,M,ITA,2020,vs Atalanta,opponent,30,38,721,442,405,249,67,257,698,36.8,441,6517,1795,27.5,2571,2781,1165,663,182,4,481,279,1000,903,16
Serie A,M,ITA,2020,vs Bologna,opponent,31,38,697,456,386,245,66,257,718,35.8,461,6023,1696,28.2,2242,2606,1175,670,176,2,494,283,980,882,12
Serie A,M,ITA,2020,vs Brescia,opponent,32,38,566,368,258,215,93,175,518,33.8,343,5256,1580,30.1,1694,2196,1366,571,113,3,458,273,839,763,11
Serie A,M,ITA,2020,vs Cagliari,opponent,33,38,618,373,265,264,89,175,565,31,390,5178,1443,27.9,1560,2397,1221,542,109,0,433,235,853,901,5
Serie A,M,ITA,2020,vs Fiorentina,opponent,33,38,690,436,315,281,94,226,727,31.1,501,5832,1663,28.5,1998,2633,1201,592,152,2,440,243,933,851,12
Serie A,M,ITA,2020,vs Genoa,opponent,34,38,657,407,312,249,96,223,614,36.3,391,5815,1645,28.3,1732,2548,1535,606,127,1,479,235,892,893,7
Serie A,M,ITA,2020,vs Hellas Verona,opponent,30,38,548,337,265,215,68,214,619,34.6,405,5587,1610,28.8,1839,2623,1125,623,118,2,505,262,810,878,10
Serie A,M,ITA,2020,vs Inter,opponent,29,38,533,340,292,184,57,163,522,31.2,359,5798,1561,26.9,2057,2435,1306,715,189,2,526,304,837,895,16
Serie A,M,ITA,2020,vs Juventus,opponent,30,38,599,367,314,223,62,219,690,31.7,471,6229,1404,22.5,2304,2743,1182,693,209,5,484,271,870,764,9
Serie A,M,ITA,2020,vs Lazio,opponent,27,38,570,368,303,186,81,198,634,31.2,436,5642,1496,26.5,2007,2317,1318,603,147,2,456,297,867,835,16
Serie A,M,ITA,2020,vs Lecce,opponent,30,38,525,333,235,220,70,161,509,31.6,348,5261,1505,28.6,1624,2228,1409,603,149,3,454,253,778,722,16
Serie A,M,ITA,2020,vs Milan,opponent,32,38,669,423,341,233,95,225,705,31.9,480,6101,1652,27.1,2237,2653,1211,649,205,4,444,313,982,884,16
Serie A,M,ITA,2020,vs Napoli,opponent,25,38,559,340,307,179,73,214,631,33.9,417,6796,1622,23.9,2454,2862,1480,693,176,2,517,294,853,840,7
Serie A,M,ITA,2020,vs Parma,opponent,25,38,636,397,287,266,83,240,660,36.4,420,5083,1527,30,1670,2173,1240,510,113,3,397,286,922,794,11
Serie A,M,ITA,2020,vs Roma,opponent,31,38,588,356,301,204,83,229,692,33.1,463,5938,1512,25.5,2127,2521,1290,651,204,5,447,250,838,883,15
Serie A,M,ITA,2020,vs Sampdoria,opponent,31,38,586,355,279,235,72,205,569,36,364,5196,1617,31.1,1805,2232,1159,598,164,2,434,250,836,1020,11
Serie A,M,ITA,2020,vs Sassuolo,opponent,31,38,708,454,340,266,102,248,795,31.2,547,6862,1742,25.4,2301,2999,1562,610,176,2,434,324,1032,716,10
Serie A,M,ITA,2020,vs SPAL,opponent,34,38,607,394,280,245,82,190,601,31.6,411,5859,1613,27.5,1882,2546,1431,583,139,3,444,174,781,871,5
Serie A,M,ITA,2020,vs Torino,opponent,27,38,716,458,345,270,101,254,784,32.4,530,5487,1573,28.7,1808,2399,1280,578,138,1,440,245,961,888,10
Serie A,M,ITA,2020,vs Udinese,opponent,25,38,594,374,261,248,85,214,611,35,397,5405,1584,29.3,1697,2391,1317,570,138,3,432,234,828,826,10
Serie A,M,ITA,2019,Atalanta,team,27,38,708,470,337,284,87,286,718,39.8,432,5905,1777,30.1,1747,2780,1378,575,104,2,471,405,1113,749,9
Serie A,M,ITA,2019,Bologna,team,29,38,692,420,379,235,78,241,675,35.7,434,6892,1768,25.7,2466,3025,1401,645,159,2,486,312,1004,843,16
Serie A,M,ITA,2019,Cagliari,team,30,38,651,421,293,250,108,222,624,35.6,402,5728,1482,25.9,1894,2399,1435,604,133,1,471,257,908,858,12
Serie A,M,ITA,2019,Chievo,team,36,38,687,460,354,257,76,249,711,35,462,7284,1728,23.7,2467,3369,1448,608,135,2,473,362,1049,955,12
Serie A,M,ITA,2019,Empoli,team,29,38,590,372,286,222,82,193,547,35.3,354,6206,1535,24.7,2292,2665,1249,555,148,4,407,270,860,758,5
Serie A,M,ITA,2019,Fiorentina,team,27,38,621,404,295,262,64,213,574,37.1,361,5521,1467,26.6,1800,2550,1171,594,136,3,458,326,947,901,8
Serie A,M,ITA,2019,Frosinone,team,33,38,596,385,336,197,63,206,603,34.2,397,6617,1627,24.6,2639,2747,1231,563,155,0,408,341,937,961,6
Serie A,M,ITA,2019,Genoa,team,31,38,740,470,374,277,89,285,686,41.5,401,6258,1638,26.2,2100,2787,1371,541,126,3,415,342,1082,965,7
Serie A,M,ITA,2019,Inter,team,23,38,640,401,284,254,102,232,664,34.9,432,5944,1641,27.6,1576,2624,1744,519,121,1,398,271,911,635,6
Serie A,M,ITA,2019,Juventus,team,31,38,583,383,270,227,86,213,577,36.9,364,5679,1494,26.3,1683,2559,1437,534,140,3,394,329,912,655,11
Serie A,M,ITA,2019,Lazio,team,30,38,671,434,308,273,90,238,693,34.3,455,5778,1619,28,1899,2642,1237,615,154,0,461,367,1038,734,10
Serie A,M,ITA,2019,Milan,team,23,38,684,453,359,238,87,252,708,35.6,456,6489,1714,26.4,2201,2873,1415,585,124,2,461,286,970,842,14
Serie A,M,ITA,2019,Napoli,team,26,38,657,446,280,266,111,253,690,36.7,437,6255,1634,26.1,1639,2807,1809,522,114,3,408,262,919,554,4
Serie A,M,ITA,2019,Parma,team,31,38,581,366,334,196,51,195,626,31.2,431,6728,1538,22.9,2930,2687,1111,686,189,4,497,314,895,1132,9
Serie A,M,ITA,2019,Roma,team,26,38,543,351,239,221,83,220,646,34.1,426,5885,1482,25.2,1857,2701,1327,571,168,0,403,325,868,839,10
Serie A,M,ITA,2019,Sampdoria,team,24,38,668,411,310,258,100,245,648,37.8,403,6143,1572,25.6,1706,2757,1680,620,128,0,492,224,892,770,11
Serie A,M,ITA,2019,Sassuolo,team,29,38,577,378,310,198,69,184,527,34.9,343,5512,1437,26.1,1939,2312,1261,522,121,6,401,299,876,808,12
Serie A,M,ITA,2019,SPAL,team,28,38,613,389,335,212,66,244,619,39.4,375,5607,1381,24.6,2135,2418,1054,607,157,2,450,319,932,859,10
Serie A,M,ITA,2019,Torino,team,25,38,683,469,308,283,92,206,589,35,383,5915,1733,29.3,1914,2744,1257,689,130,2,559,389,1072,850,6
Serie A,M,ITA,2019,Udinese,team,32,38,694,427,381,243,70,268,684,39.2,416,6251,1470,23.5,2381,2838,1032,683,168,3,515,344,1038,1019,7
Serie A,M,ITA,2019,vs Atalanta,opponent,27,38,792,493,456,271,65,286,809,35.4,523,7700,1863,24.2,2947,3301,1452,673,171,5,502,382,1174,857,12
Serie A,M,ITA,2019,vs Bologna,opponent,29,38,676,440,323,264,89,264,614,43,350,5767,1583,27.4,1969,2499,1299,614,134,5,480,262,938,849,6
Serie A,M,ITA,2019,vs Cagliari,opponent,30,38,578,379,274,234,70,190,473,40.2,283,5919,1661,28.1,1933,2698,1288,576,107,1,469,300,878,963,4
Serie A,M,ITA,2019,vs Chievo,opponent,36,38,587,390,269,245,73,156,449,34.7,293,5441,1524,28,1642,2483,1316,537,103,2,434,310,897,649,6
Serie A,M,ITA,2019,vs Empoli,opponent,29,38,603,390,318,219,66,216,609,35.5,393,6092,1605,26.3,2133,2620,1339,587,136,1,451,326,929,745,10
Serie A,M,ITA,2019,vs Fiorentina,opponent,27,38,721,460,358,278,85,238,641,37.1,403,5479,1499,27.4,1887,2485,1107,571,151,2,420,290,1011,903,13
Serie A,M,ITA,2019,vs Frosinone,opponent,33,38,553,361,232,240,81,205,510,40.2,305,5135,1535,29.9,1347,2312,1476,598,120,1,478,258,811,895,6
Serie A,M,ITA,2019,vs Genoa,opponent,31,38,569,361,293,219,57,184,573,32.1,389,5461,1502,27.5,2065,2317,1079,565,144,0,421,287,856,1018,3
Serie A,M,ITA,2019,vs Inter,opponent,23,38,563,337,305,197,61,183,549,33.3,366,6890,1514,22,2488,2906,1496,657,172,4,485,334,897,1007,16
Serie A,M,ITA,2019,vs Juventus,opponent,31,38,649,420,322,228,99,299,774,38.6,475,6220,1373,22.1,2271,2699,1250,558,158,1,400,355,1004,798,14
Serie A,M,ITA,2019,vs Lazio,opponent,30,38,642,399,334,227,81,263,693,38,430,6369,1623,25.5,2269,2780,1320,587,172,4,415,380,1022,912,11
Serie A,M,ITA,2019,vs Milan,opponent,23,38,645,436,321,241,83,226,686,32.9,460,6584,1503,22.8,2199,2883,1502,590,171,3,419,353,998,809,6
Serie A,M,ITA,2019,vs Napoli,opponent,26,38,599,390,321,191,87,249,705,35.3,456,6847,1638,23.9,2470,3004,1373,655,178,2,477,356,955,776,12
Serie A,M,ITA,2019,vs Parma,opponent,31,38,653,436,296,236,121,253,644,39.3,391,5160,1620,31.4,1481,2342,1337,514,100,2,414,278,931,676,10
Serie A,M,ITA,2019,vs Roma,opponent,26,38,662,424,353,237,72,284,783,36.3,499,6887,1739,25.3,2490,3051,1346,585,152,3,433,326,988,894,11
Serie A,M,ITA,2019,vs Sampdoria,opponent,24,38,678,464,339,253,86,213,613,34.7,400,6674,1750,26.2,2099,3031,1544,635,125,1,510,439,1117,804,12
Serie A,M,ITA,2019,vs Sassuolo,opponent,29,38,671,410,309,267,95,260,754,34.5,494,6372,1442,22.6,1898,2901,1573,626,147,1,479,327,998,751,10
Serie A,M,ITA,2019,vs SPAL,opponent,28,38,622,416,284,246,92,195,570,34.2,375,6367,1656,26,1981,2843,1543,583,123,2,460,281,903,747,5
Serie A,M,ITA,2019,vs Torino,opponent,25,38,763,482,396,273,94,267,723,36.9,456,5934,1592,26.8,2121,2615,1198,591,123,0,468,245,1008,884,12
Serie A,M,ITA,2019,vs Udinese,opponent,32,38,653,422,269,287,97,214,637,33.6,423,5299,1515,28.6,1575,2514,1210,536,123,3,413,255,908,750,6
Serie A,M,ITA,2018,Atalanta,team,25,38,762,469,354,325,83,217,702,30.9,485,6213,1985,31.9,1864,3021,1328,612,116,0,496,338,1100,883,4
Serie A,M,ITA,2018,Benevento,team,41,38,634,409,351,217,66,198,645,30.7,447,5613,1574,28,2231,2357,1025,568,150,2,418,300,934,751,13
Serie A,M,ITA,2018,Bologna,team,30,38,706,446,373,260,73,269,687,39.2,418,6239,1749,28,2441,2703,1095,659,132,2,527,248,954,933,5
Serie A,M,ITA,2018,Cagliari,team,29,38,729,442,377,265,87,197,616,32,419,5851,1743,29.8,2124,2523,1204,567,127,1,440,273,1002,981,7
Serie A,M,ITA,2018,Chievo,team,25,38,651,391,325,237,89,219,639,34.3,420,6246,1601,25.6,2281,2672,1293,682,175,2,507,303,954,1054,5
Serie A,M,ITA,2018,Crotone,team,29,38,691,409,338,269,84,189,683,27.7,494,6270,1613,25.7,2166,2881,1223,666,137,3,529,362,1053,1079,12
Serie A,M,ITA,2018,Fiorentina,team,27,38,782,496,365,299,118,234,697,33.6,463,6122,1846,30.2,1833,2801,1488,641,88,2,553,334,1116,864,8
Serie A,M,ITA,2018,Genoa,team,33,38,603,407,303,240,60,178,566,31.4,388,6025,1739,28.9,2119,2821,1085,561,126,4,435,306,909,882,12
Serie A,M,ITA,2018,Hellas Verona,team,32,38,711,446,377,255,79,224,671,33.4,447,5655,1513,26.8,2125,2465,1065,600,164,6,436,340,1051,1014,11
Serie A,M,ITA,2018,Inter,team,22,38,694,443,350,266,78,243,664,36.6,421,5815,1650,28.4,1775,2562,1478,532,123,1,409,262,956,749,6
Serie A,M,ITA,2018,Juventus,team,24,38,585,370,261,225,99,164,508,32.3,344,5155,1446,28.1,1631,2292,1232,492,84,1,408,283,868,606,7
Serie A,M,ITA,2018,Lazio,team,24,38,657,437,306,278,73,205,661,31,456,5547,1784,32.2,1804,2519,1224,589,114,3,475,316,973,603,7
Serie A,M,ITA,2018,Milan,team,23,38,530,347,238,208,84,170,535,31.8,365,5483,1482,27,1640,2514,1329,584,120,3,464,263,793,637,6
Serie A,M,ITA,2018,Napoli,team,23,38,656,426,231,323,102,200,646,31,446,6059,1820,30,1191,2780,2088,497,77,1,420,262,918,471,3
Serie A,M,ITA,2018,Roma,team,27,38,576,383,254,215,107,176,507,34.7,331,5051,1489,29.5,1389,2180,1482,539,119,4,420,287,863,626,13
Serie A,M,ITA,2018,Sampdoria,team,27,38,672,415,281,281,110,241,687,35.1,446,5783,1628,28.2,1595,2459,1729,645,126,3,519,264,936,752,10
Serie A,M,ITA,2018,Sassuolo,team,28,38,608,389,310,212,86,205,648,31.6,443,6254,1722,27.5,2054,2764,1436,620,112,0,508,313,921,921,12
Serie A,M,ITA,2018,SPAL,team,29,38,675,423,344,262,69,223,649,34.4,426,5340,1463,27.4,2143,2270,927,590,162,1,428,332,1007,903,8
Serie A,M,ITA,2018,Torino,team,27,38,616,366,304,238,74,173,508,34.1,335,5660,1615,28.5,1854,2525,1281,547,120,2,427,314,930,871,10
Serie A,M,ITA,2018,Udinese,team,27,38,654,407,348,238,68,209,622,33.6,413,6107,1674,27.4,2218,2746,1143,680,164,7,516,283,937,1001,7
Serie A,M,ITA,2018,vs Atalanta,opponent,25,38,770,484,404,289,77,217,739,29.4,522,6744,1885,28,2468,2962,1314,674,167,2,507,400,1170,867,10
Serie A,M,ITA,2018,vs Benevento,opponent,41,38,702,420,313,265,124,232,747,31.1,515,6212,1736,27.9,1709,2827,1676,553,122,3,431,266,968,678,3
Serie A,M,ITA,2018,vs Bologna,opponent,30,38,661,397,281,266,114,202,632,32,430,5994,1734,28.9,1744,2765,1485,563,106,4,457,276,937,805,10
Serie A,M,ITA,2018,vs Cagliari,opponent,29,38,558,343,255,227,76,165,482,34.2,317,5066,1562,30.8,1436,2327,1303,542,105,1,437,260,818,1034,6
Serie A,M,ITA,2018,vs Chievo,opponent,25,38,586,394,259,252,75,169,476,35.5,307,5074,1506,29.7,1688,2193,1193,504,90,2,414,263,849,984,6
Serie A,M,ITA,2018,vs Crotone,opponent,29,38,583,387,260,231,92,184,502,36.7,318,4611,1657,35.9,1395,2143,1073,570,91,3,479,251,834,839,8
Serie A,M,ITA,2018,vs Fiorentina,opponent,27,38,711,453,359,284,68,237,653,36.3,416,5916,1702,28.8,1959,2723,1234,618,156,3,462,283,994,957,9
Serie A,M,ITA,2018,vs Genoa,opponent,33,38,604,369,280,242,82,157,534,29.4,377,5048,1547,30.6,1608,2240,1200,590,110,2,480,303,907,839,6
Serie A,M,ITA,2018,vs Hellas Verona,opponent,32,38,685,434,325,270,90,222,690,32.2,468,5409,1686,31.2,1638,2382,1389,566,112,0,454,266,951,674,6
Serie A,M,ITA,2018,vs Inter,opponent,22,38,596,384,291,232,73,229,665,34.4,436,6429,1559,24.2,2146,2903,1380,621,131,4,490,346,942,942,7
Serie A,M,ITA,2018,vs Juventus,opponent,24,38,647,406,318,249,80,212,696,30.5,484,6648,1675,25.2,2148,2996,1504,573,148,3,425,277,924,722,13
Serie A,M,ITA,2018,vs Lazio,opponent,24,38,700,447,360,248,92,249,750,33.2,501,6161,1811,29.4,2183,2527,1451,626,122,3,504,337,1037,735,11
Serie A,M,ITA,2018,vs Milan,opponent,23,38,547,340,274,217,56,134,478,28,344,6257,1505,24.1,2197,2742,1318,616,157,2,459,325,872,859,10
Serie A,M,ITA,2018,vs Napoli,opponent,23,38,679,450,370,244,65,275,696,39.5,421,6869,1746,25.4,2509,3138,1222,661,142,4,519,475,1154,800,10
Serie A,M,ITA,2018,vs Roma,opponent,27,38,706,443,380,243,83,239,714,33.5,475,6269,1616,25.8,2333,2733,1203,690,172,4,518,327,1033,842,15
Serie A,M,ITA,2018,vs Sampdoria,opponent,27,38,733,471,349,301,83,214,663,32.3,449,6039,1782,29.5,2054,2810,1175,605,132,3,473,329,1062,932,10
Serie A,M,ITA,2018,vs Sassuolo,opponent,28,38,659,436,341,239,79,179,549,32.6,370,5168,1621,31.4,2000,2032,1136,632,142,2,490,266,925,831,9
Serie A,M,ITA,2018,vs SPAL,opponent,29,38,620,391,296,242,82,168,603,27.9,435,5541,1575,28.4,1685,2551,1305,545,108,0,437,208,828,783,3
Serie A,M,ITA,2018,vs Torino,opponent,27,38,781,463,365,300,116,243,720,33.8,477,6257,1749,28,2052,2649,1556,599,117,3,482,271,1052,646,8
Serie A,M,ITA,2018,vs Udinese,opponent,27,38,664,409,310,272,82,207,552,37.5,345,4776,1482,31,1526,2212,1038,523,106,0,417,254,918,812,6
